日期,代码,名称,价格
2026-05-20,002786,银宝山新,8.82
2026-05-20,002787,华源控股,28.18
2026-05-20,002792,通宇通讯,49.36
2026-05-20,002793,罗欣药业,4.80
2026-05-20,002795,永和智控,10.20
2026-05-20,002796,世嘉科技,53.25
2026-05-20,002797,第一创业,7.44
2026-05-20,002798,帝欧水华,8.32
2026-05-20,002800,天顺股份,18.53
2026-05-20,002802,洪汇新材,14.19
2026-05-20,002805,丰元股份,23.58
2026-05-20,002807,江阴银行,4.45
2026-05-20,002808,*ST恒久,NaN
2026-05-20,002810,山东赫达,26.28
2026-05-20,002812,恩捷股份,80.58
2026-05-20,002816,*ST和科,26.03
2026-05-20,002817,黄山胶囊,7.84
2026-05-20,002821,凯莱英,118.86
2026-05-20,002822,ST中装,3.10
2026-05-20,002824,和胜股份,26.78
2026-05-20,002828,贝肯能源,11.16
2026-05-20,002829,星网宇达,26.46
2026-05-20,002830,名雕股份,23.78
2026-05-20,002831,裕同科技,44.51
2026-05-20,002836,新宏泽,12.66
2026-05-20,002837,英维克,108.41
2026-05-20,002838,道恩股份,37.22
2026-05-20,002839,张家港行,4.39
2026-05-20,002840,华统股份,10.60
2026-05-20,002841,视源股份,39.06
2026-05-20,002845,同兴达,16.06
2026-05-20,002846,英联股份,13.87
2026-05-20,002847,盐津铺子,57.73
2026-05-20,002848,*ST高斯,16.98
2026-05-20,002849,威星智能,18.58
2026-05-20,002850,科达利,207.84
2026-05-20,002853,皮阿诺,29.12
2026-05-20,002856,*ST美芝,20.12
2026-05-20,002857,三晖电气,22.35
2026-05-20,002859,洁美科技,56.25
2026-05-20,002861,瀛通通讯,19.05
2026-05-20,002864,盘龙药业,30.19
2026-05-20,002865,钧达股份,98.86
2026-05-20,002866,传艺科技,22.42
2026-05-20,002867,周大生,12.87
2026-05-20,002868,绿康生化,37.18
2026-05-20,002870,香山股份,40.35
2026-05-20,002871,伟隆股份,21.77
2026-05-20,002876,三利谱,29.45
2026-05-20,002877,智能自控,9.24
2026-05-20,002882,金龙羽,25.02
2026-05-20,002883,*ST中设,10.23
2026-05-20,002885,京泉华,48.00
2026-05-20,002887,绿茵生态,15.56
2026-05-20,002889,东方嘉盛,13.70
2026-05-20,002890,弘宇股份,16.93
2026-05-20,002891,中宠股份,30.25
2026-05-20,002895,川恒股份,34.28
2026-05-20,002898,*ST赛隆,NaN
2026-05-20,002899,英派斯,31.22
2026-05-20,002900,哈三联,11.20
2026-05-20,002901,大博医疗,40.68
2026-05-20,002902,铭普光磁,38.31
2026-05-20,002906,华阳集团,30.43
2026-05-20,002907,华森制药,12.81
2026-05-20,002909,集泰股份,6.86
2026-05-20,002911,佛燃能源,12.23
2026-05-20,002912,中新赛克,24.32
2026-05-20,002913,奥士康,53.86
2026-05-20,002915,中欣氟材,24.18
2026-05-20,002916,深南电路,333.88
2026-05-20,002917,金奥博,13.82
2026-05-20,002919,名臣健康,26.00
2026-05-20,002921,联诚精密,29.53
2026-05-20,002922,伊戈尔,44.91
2026-05-20,002925,盈趣科技,20.75
2026-05-20,002926,华西证券,8.30
2026-05-20,002930,宏川智慧,15.09
2026-05-20,002932,*ST明德,16.56
2026-05-20,002933,新兴装备,30.37
2026-05-20,002935,天奥电子,21.37
2026-05-20,002939,长城证券,9.13
2026-05-20,002941,新疆交建,13.84
2026-05-20,002942,新农股份,18.83
2026-05-20,002943,宇晶股份,87.93
2026-05-20,002945,华林证券,14.90
2026-05-20,002946,新乳业,17.50
2026-05-20,002947,恒铭达,94.27
2026-05-20,002948,青岛银行,5.64
2026-05-20,002949,华阳国际,13.99
2026-05-20,002955,鸿合科技,25.18
2026-05-20,002956,西麦食品,21.32
2026-05-20,002958,青农商行,2.90
2026-05-20,002959,小熊电器,39.28
2026-05-20,002961,瑞达期货,24.09
2026-05-20,002966,苏州银行,8.44
2026-05-20,002969,嘉美包装,19.27
2026-05-20,002970,锐明技术,73.10
2026-05-20,002972,科安达,13.10
2026-05-20,002975,博杰股份,119.08
2026-05-20,002976,瑞玛精密,35.54
2026-05-20,002978,安宁股份,28.64
2026-05-20,002980,华盛昌,111.02
2026-05-20,002981,朝阳科技,24.85
2026-05-20,002983,芯瑞达,26.31
2026-05-20,002985,北摩高科,32.90
2026-05-20,002987,京北方,12.63
2026-05-20,002989,中天精装,33.80
2026-05-20,002990,盛视科技,62.22
2026-05-20,002991,甘源食品,48.43
2026-05-20,002992,宝明科技,49.15
2026-05-20,002993,奥海科技,61.68
2026-05-20,002996,顺博合金,7.23
2026-05-20,002998,优彩资源,9.34
2026-05-20,002999,天禾股份,6.95
2026-05-20,003000,劲仔食品,11.04
2026-05-20,003001,中岩大地,23.12
2026-05-20,003003,天元股份,13.48
2026-05-20,003004,声迅股份,45.13
2026-05-20,003006,百亚股份,15.89
2026-05-20,003008,开普检测,22.51
2026-05-20,003010,若羽臣,28.31
2026-05-20,003011,海象新材,25.32
2026-05-20,003012,东鹏控股,5.48
2026-05-20,003013,地铁设计,14.80
2026-05-20,003015,日久光电,14.38
2026-05-20,003017,大洋生物,31.23
2026-05-20,003018,金富科技,69.84
2026-05-20,003019,宸展光电,36.97
2026-05-20,003022,联泓新科,25.23
2026-05-20,003023,彩虹集团,30.26
2026-05-20,003025,思进智能,15.83
2026-05-20,003026,中晶科技,50.64
2026-05-20,003028,振邦智能,28.69
2026-05-20,003030,祖名股份,26.20
2026-05-20,003032,*ST传智,7.19
2026-05-20,003033,征和工业,58.01
2026-05-20,003036,泰坦股份,45.98
2026-05-20,003037,三和管桩,6.90
2026-05-20,003041,真爱美家,60.06
2026-05-20,003043,华亚智能,65.80
2026-05-20,300001,特锐德,40.01
2026-05-20,300005,探路者,16.81
2026-05-20,300006,莱美药业,6.18
2026-05-20,300012,华测检测,15.32
2026-05-20,300014,亿纬锂能,66.56
2026-05-20,300019,硅宝科技,17.55
2026-05-20,300023,宝德退,NaN
2026-05-20,300028,金亚退,NaN
2026-05-20,300029,*ST天龙,NaN
2026-05-20,300031,宝通科技,26.80
2026-05-20,300033,同花顺,226.90
2026-05-20,300034,钢研高纳,19.60
2026-05-20,300035,中科电气,19.87
2026-05-20,300037,新宙邦,67.93
2026-05-20,300038,数知退,NaN
2026-05-20,300039,上海凯宝,5.71
2026-05-20,300041,回天新材,12.67
2026-05-20,300042,朗科科技,73.81
2026-05-20,300046,台基股份,35.25
2026-05-20,300049,福瑞医科,58.05
2026-05-20,300054,鼎龙股份,76.84
2026-05-20,300055,万邦达,9.95
2026-05-20,300057,万顺新材,9.00
2026-05-20,300062,中能电气,8.52
2026-05-20,300064,金刚退,NaN
2026-05-20,300065,海兰信,24.80
2026-05-20,300067,安诺其,7.04
2026-05-20,300069,金利华电,36.72
2026-05-20,300073,当升科技,60.14
2026-05-20,300076,*ST宁视,5.18
2026-05-20,300081,ST恒信,4.41
2026-05-20,300082,奥克股份,10.67
2026-05-20,300084,海默科技,12.98
2026-05-20,300085,银之杰,41.62
2026-05-20,300089,文化退,NaN
2026-05-20,300090,盛运退,NaN
2026-05-20,300093,*ST金刚,21.18
2026-05-20,300094,国联水产,3.06
2026-05-20,300097,智云股份,10.71
2026-05-20,300101,振芯科技,20.32
2026-05-20,300104,乐视退,NaN
2026-05-20,300106,西部牧业,14.17
2026-05-20,300108,*ST吉药,NaN
2026-05-20,300116,*ST保力,NaN
2026-05-20,300117,*ST嘉寓,NaN
2026-05-20,300119,瑞普生物,16.99
2026-05-20,300125,*ST聆达,10.60
2026-05-20,300127,银河磁体,31.43
2026-05-20,300128,锦富技术,8.06
2026-05-20,300130,新国都,23.50
2026-05-20,300131,英唐智控,22.79
2026-05-20,300132,青松股份,8.16
2026-05-20,300136,信维通信,112.40
2026-05-20,300137,先河环保,20.63
2026-05-20,300141,和顺电气,13.05
2026-05-20,300145,南方泵业,5.32
2026-05-20,300146,汤臣倍健,10.04
2026-05-20,300147,*ST香雪,10.20
2026-05-20,300151,昌红科技,21.33
2026-05-20,300152,*ST动力,1.93
2026-05-20,300153,科泰电源,31.30
2026-05-20,300156,神雾退,NaN
2026-05-20,300157,新锦动力,5.37
2026-05-20,300159,*ST新研,4.17
2026-05-20,300163,先锋新材,5.56
2026-05-20,300164,通源石油,13.00
2026-05-20,300165,天瑞仪器,6.90
2026-05-20,300169,天晟新材,6.27
2026-05-20,300174,元力股份,20.32
2026-05-20,300175,ST朗源,6.78
2026-05-20,300178,腾邦退,NaN
2026-05-20,300179,四方达,30.62
2026-05-20,300183,东软载波,13.35
2026-05-20,300184,力源信息,15.35
2026-05-20,300186,大华农,NaN
2026-05-20,300190,维尔利,4.67
2026-05-20,300191,潜能恒信,39.46
2026-05-20,300196,长海股份,19.33
2026-05-20,300200,高盟新材,11.22
2026-05-20,300201,海伦哲,17.01
2026-05-20,300202,聚龙退,NaN
2026-05-20,300204,舒泰神,26.58
2026-05-20,300205,*ST天喻,6.03
2026-05-20,300207,欣旺达,25.16
2026-05-20,300208,中程退,NaN
2026-05-20,300209,行云科技,28.31
2026-05-20,300210,森远股份,12.46
2026-05-20,300212,*ST易录,8.32
2026-05-20,300216,千山退,NaN
2026-05-20,300218,安利股份,14.80
2026-05-20,300219,鸿利智汇,8.34
2026-05-20,300222,科大智能,15.06
2026-05-20,300223,北京君正,141.90
2026-05-20,300224,正海磁材,13.12
2026-05-20,300225,*ST金泰,8.00
2026-05-20,300227,光韵达,11.41
2026-05-20,300233,金城医药,14.92
2026-05-20,300234,开尔新材,7.56
2026-05-20,300235,方直科技,14.16
2026-05-20,300236,上海新阳,105.58
2026-05-20,300241,瑞丰光电,7.14
2026-05-20,300243,瑞丰高材,18.60
2026-05-20,300246,宝莱特,21.57
2026-05-20,300247,融捷健康,4.85
2026-05-20,300249,依米康,19.03
2026-05-20,300259,新天科技,6.99
2026-05-20,300260,新莱应材,68.68
2026-05-20,300262,*ST巴安,NaN
2026-05-20,300263,隆华科技,13.82
2026-05-20,300264,佳创视讯,9.91
2026-05-20,300265,通光线缆,23.10
2026-05-20,300267,尔康制药,4.48
2026-05-20,300268,佳沃食品,14.10
2026-05-20,300273,和佳退,NaN
2026-05-20,300274,阳光电源,167.20
2026-05-20,300280,紫天退,NaN
2026-05-20,300281,金明精机,8.19
2026-05-20,300282,三盛退,NaN
2026-05-20,300286,安科瑞,28.11
2026-05-20,300293,蓝英装备,21.22
2026-05-20,300297,蓝盾退,NaN
2026-05-20,300300,海峡创新,11.91
2026-05-20,300301,ST长方,3.41
2026-05-20,300303,聚飞光电,10.30
2026-05-20,300304,云意电气,12.98
2026-05-20,300305,裕兴股份,6.70
2026-05-20,300307,慈星股份,7.40
2026-05-20,300308,中际旭创,1037.00
2026-05-20,300309,吉艾退,NaN
2026-05-20,300311,ST任子行,5.67
2026-05-20,300312,邦讯退,NaN
2026-05-20,300313,*ST天山,9.36
2026-05-20,300316,晶盛机电,56.85
2026-05-20,300319,麦捷科技,13.97
2026-05-20,300321,同大股份,41.62
2026-05-20,300323,华灿光电,17.05
2026-05-20,300325,德威退,NaN
2026-05-20,300327,中颖电子,28.74
2026-05-20,300328,宜安科技,19.94
2026-05-20,300330,计通退,NaN
2026-05-20,300331,苏大维格,59.62
2026-05-20,300332,天壕能源,5.50
2026-05-20,300333,兆日科技,11.96
2026-05-20,300336,新文退,NaN
2026-05-20,300337,银邦股份,13.65
2026-05-20,300340,科恒股份,10.75
2026-05-20,300341,麦克奥迪,16.16
2026-05-20,300342,天银机电,57.46
2026-05-20,300344,立方退,NaN
2026-05-20,300346,南大光电,59.98
2026-05-20,300351,永贵电器,25.01
2026-05-20,300356,光一退,NaN
2026-05-20,300357,我武生物,23.81
2026-05-20,300360,炬华科技,14.65
2026-05-20,300362,天翔退,NaN
2026-05-20,300363,博腾股份,15.77
2026-05-20,300367,网力退,NaN
2026-05-20,300371,汇中股份,13.19
2026-05-20,300372,欣泰退,NaN
2026-05-20,300373,扬杰科技,83.71
2026-05-20,300379,东通退,NaN
2026-05-20,300381,溢多利,7.24
2026-05-20,300385,ST雪浪,14.89
2026-05-20,300388,节能国祯,8.33
2026-05-20,300390,天华新能,92.45
2026-05-20,300391,长药退,NaN
2026-05-20,300392,腾信退,NaN
2026-05-20,300394,天孚通信,358.99
2026-05-20,300395,菲利华,133.97
2026-05-20,300397,天和防务,14.43
2026-05-20,300398,飞凯材料,39.19
2026-05-20,300404,博济医药,10.68
2026-05-20,300405,科隆股份,7.19
2026-05-20,300406,九强生物,12.83
2026-05-20,300408,三环集团,95.96
2026-05-20,300409,道氏技术,25.37
2026-05-20,300411,金盾股份,10.17
2026-05-20,300416,苏试试验,17.46
2026-05-20,300417,南华仪器,14.96
2026-05-20,300420,五洋自控,4.65
2026-05-20,300424,航新科技,20.99
2026-05-20,300428,立中集团,22.28
2026-05-20,300429,强力新材,16.30
2026-05-20,300431,暴风退,NaN
2026-05-20,300432,富临精工,25.01
2026-05-20,300435,中泰股份,21.42
2026-05-20,300436,广生堂,127.69
2026-05-20,300438,鹏辉能源,92.14
2026-05-20,300440,运达科技,18.40
2026-05-20,300445,康斯特,25.00
2026-05-20,300450,先导智能,51.66
2026-05-20,300453,三鑫医疗,9.96
2026-05-20,300455,航天智装,25.60
2026-05-20,300456,赛微电子,51.48
2026-05-20,300457,赢合科技,28.99
2026-05-20,300458,全志科技,38.13
2026-05-20,300467,迅游科技,40.92
2026-05-20,300468,四方精创,27.24
2026-05-20,300470,中密控股,33.83
2026-05-20,300472,*ST新元,9.13
2026-05-20,300474,景嘉微,65.19
2026-05-20,300476,胜宏科技,334.20
2026-05-20,300480,光力科技,42.46
2026-05-20,300481,濮阳惠成,15.32
2026-05-20,300482,万孚生物,18.11
2026-05-20,300483,首华燃气,22.88
2026-05-20,300484,蓝海华腾,18.45
2026-05-20,300486,东杰智能,22.85
2026-05-20,300487,蓝晓科技,62.03
2026-05-20,300489,光智科技,134.00
2026-05-20,300495,*ST美尚,NaN
2026-05-20,300499,高澜股份,47.53
2026-05-20,300502,新易盛,587.97
2026-05-20,300506,ST名家汇,5.18
2026-05-20,300511,雪榕生物,6.96
2026-05-20,300515,三德科技,17.39
2026-05-20,300516,久之洋,38.63
2026-05-20,300517,海波重科,13.29
2026-05-20,300518,新迅达,33.28
2026-05-20,300522,世名科技,13.68
2026-05-20,300523,辰安科技,24.67
2026-05-20,300526,中潜退,NaN
2026-05-20,300527,ST应急,7.98
2026-05-20,300530,领湃科技,23.00
2026-05-20,300533,冰川网络,27.10
2026-05-20,300535,达威股份,18.31
2026-05-20,300538,同益股份,18.11
2026-05-20,300539,横河精密,31.70
2026-05-20,300540,蜀道装备,29.29
2026-05-20,300545,联得装备,37.10
2026-05-20,300547,川环科技,43.89
2026-05-20,300548,长芯博创,242.11
2026-05-20,300549,优德精密,18.14
2026-05-20,300552,万集科技,29.39
2026-05-20,300555,ST路通,14.21
2026-05-20,300557,理工光科,40.39
2026-05-20,300558,贝达药业,48.83
2026-05-20,300566,激智科技,21.72
2026-05-20,300567,精测电子,198.58
2026-05-20,300568,星源材质,18.26
2026-05-20,300570,太辰光,161.10
2026-05-20,300585,奥联电子,22.91
2026-05-20,300586,美联新材,12.06
2026-05-20,300587,天铁科技,5.84
2026-05-20,300588,熙菱信息,21.28
2026-05-20,300590,移为通信,15.18
2026-05-20,300592,华凯易佰,13.61
2026-05-20,300593,新雷能,32.77
2026-05-20,300595,欧普康视,12.91
2026-05-20,300599,雄塑科技,11.67
2026-05-20,300602,飞荣达,41.96
2026-05-20,300604,长川科技,241.56
2026-05-20,300606,金太阳,43.77
2026-05-20,300610,晨化股份,12.19
2026-05-20,300613,富瀚微,65.40
2026-05-20,300615,欣天科技,15.16
2026-05-20,300618,寒锐钴业,41.91
2026-05-20,300620,光库科技,269.50
2026-05-20,300623,捷捷微电,33.98
2026-05-20,300625,三雄极光,12.04
2026-05-20,300628,亿联网络,39.14
2026-05-20,300630,普利退,NaN
2026-05-20,300631,久吾高科,27.96
2026-05-20,300634,彩讯股份,29.15
2026-05-20,300635,中达安,14.97
2026-05-20,300639,凯普生物,6.51
2026-05-20,300641,正丹股份,15.78
2026-05-20,300647,超频三,7.01
2026-05-20,300648,星云股份,52.66
2026-05-20,300649,杭州园林,21.18
2026-05-20,300650,太龙股份,16.44
2026-05-20,300651,金陵体育,26.64
2026-05-20,300655,晶瑞电材,17.40
2026-05-20,300656,民德电子,33.00
2026-05-20,300657,弘信电子,51.60
2026-05-20,300661,圣邦股份,116.79
2026-05-20,300666,江丰电子,213.68
2026-05-20,300668,杰恩股份,63.11
2026-05-20,300669,沪宁股份,34.51
2026-05-20,300671,富满微,53.50
2026-05-20,300672,国科微,264.79
2026-05-20,300673,佩蒂股份,14.97
2026-05-20,300674,宇信科技,18.36
2026-05-20,300684,中石科技,63.70
2026-05-20,300686,智动力,18.82
2026-05-20,300687,赛意信息,34.82
2026-05-20,300689,澄天伟业,61.36
2026-05-20,300691,联合光电,18.37
2026-05-20,300692,中赋科技,9.03
2026-05-20,300693,盛弘股份,61.38
2026-05-20,300696,爱乐达,37.20
2026-05-20,300697,电工合金,17.02
2026-05-20,300702,天宇股份,19.50
2026-05-20,300706,阿石创,54.03
2026-05-20,300708,聚灿光电,9.54
2026-05-20,300709,精研科技,49.60
2026-05-20,300710,万隆光电,36.74
2026-05-20,300715,凯伦股份,19.39
2026-05-20,300716,*ST泉为,16.23
2026-05-20,300717,华信新材,21.65
2026-05-20,300720,海川智能,72.44
2026-05-20,300723,一品红,38.18
2026-05-20,300724,捷佳伟创,90.31
2026-05-20,300725,药石科技,37.48
2026-05-20,300727,润禾材料,36.17
2026-05-20,300730,科创信息,16.25
2026-05-20,300731,科创新源,94.60
2026-05-20,300733,西菱动力,20.37
2026-05-20,300737,科顺股份,8.03
2026-05-20,300739,明阳电路,30.13
2026-05-20,300740,水羊股份,26.73
2026-05-20,300741,华宝股份,15.36
2026-05-20,300742,越博退,NaN
2026-05-20,300745,欣锐科技,50.85
2026-05-20,300748,金力永磁,33.70
2026-05-20,300750,宁德时代,414.75
2026-05-20,300751,迈为股份,274.74
2026-05-20,300756,金马游乐,47.52
2026-05-20,300757,罗博特科,566.48
2026-05-20,300759,康龙化成,26.67
2026-05-20,300762,上海瀚讯,41.40
2026-05-20,300763,锦浪科技,112.53
2026-05-20,300767,震安科技,22.67
2026-05-20,300769,德方纳米,73.80
2026-05-20,300773,拉卡拉,25.99
2026-05-20,300775,三角防务,29.15
2026-05-20,300776,帝尔激光,143.75
2026-05-20,300780,德恩精工,33.77
2026-05-20,300782,卓胜微,130.00
2026-05-20,300786,国林科技,20.10
2026-05-20,300790,宇瞳光学,35.72
2026-05-20,300791,仙乐健康,18.45
2026-05-20,300793,佳禾智能,15.03
2026-05-20,300797,钢研纳克,15.44
2026-05-20,300799,左江退,NaN
2026-05-20,300801,泰和科技,30.10
2026-05-20,300802,矩子科技,23.31
2026-05-20,300803,指南针,100.11
2026-05-20,300804,广康生化,46.77
2026-05-20,300806,斯迪克,85.90
2026-05-20,300807,天迈科技,51.26
2026-05-20,300808,久量股份,27.21
2026-05-20,300810,中科海讯,32.24
2026-05-20,300811,铂科新材,103.15
2026-05-20,300813,泰林生物,24.34
2026-05-20,300814,中富电路,135.99
2026-05-20,300816,艾可蓝,93.70
2026-05-20,300817,双飞集团,20.60
2026-05-20,300820,英杰电气,72.36
2026-05-20,300821,东岳硅材,15.35
2026-05-20,300823,建科智能,19.30
2026-05-20,300825,阿尔特,13.22
2026-05-20,300827,上能电气,39.95
2026-05-20,300829,金丹科技,19.51
2026-05-20,300833,浩洋股份,38.30
2026-05-20,300835,龙磁科技,117.76
2026-05-20,300836,佰奥智能,79.55
2026-05-20,300837,浙矿股份,32.88
2026-05-20,300838,浙江力诺,21.63
2026-05-20,300841,康华生物,53.38
2026-05-20,300843,胜蓝股份,107.01
2026-05-20,300844,山水比德,32.65
2026-05-20,300845,捷安高科,15.17
2026-05-20,300848,美瑞新材,16.56
2026-05-20,300849,锦盛新材,25.87
2026-05-20,300851,交大思诺,NaN
2026-05-20,300853,申昊科技,35.65
2026-05-20,300854,中兰环保,39.50
2026-05-20,300855,图南股份,38.46
2026-05-20,300857,协创数据,272.84
2026-05-20,300858,科拓生物,17.56
2026-05-20,300861,美畅股份,20.82
2026-05-20,300863,卡倍亿,77.80
2026-05-20,300864,南大环境,24.14
2026-05-20,300865,大宏立,30.99
2026-05-20,300866,安克创新,134.43
2026-05-20,300867,圣元环保,23.86
2026-05-20,300868,杰美特,94.15
2026-05-20,300870,欧陆通,416.01
2026-05-20,300871,回盛生物,23.55
2026-05-20,300872,天阳科技,21.51
2026-05-20,300873,海晨股份,23.17
2026-05-20,300875,捷强装备,39.71
2026-05-20,300878,维康药业,34.60
2026-05-20,300881,盛德鑫泰,53.25
2026-05-20,300888,稳健医疗,30.04
2026-05-20,300890,翔丰华,38.02
2026-05-20,300897,山科智能,28.28
2026-05-20,300899,上海凯鑫,38.38
2026-05-20,300900,广联航空,40.90
2026-05-20,300903,科翔股份,75.06
2026-05-20,300905,宝丽迪,74.34
2026-05-20,300906,日月明,34.37
2026-05-20,300908,仲景食品,26.61
2026-05-20,300909,汇创达,48.02
2026-05-20,300913,兆龙互连,55.61
2026-05-20,300915,海融科技,25.03
2026-05-20,300916,朗特智能,39.46
2026-05-20,300919,中伟新材,56.87
2026-05-20,300922,天秦装备,19.57
2026-05-20,300923,研奥股份,27.48
2026-05-20,300927,江天化学,27.25
2026-05-20,300928,华安鑫创,34.62
2026-05-20,300935,盈建科,41.11
2026-05-20,300938,信测标准,58.69
2026-05-20,300939,秋田微,48.44
2026-05-20,300943,春晖智控,38.75
2026-05-20,300948,冠中生态,23.70
2026-05-20,300951,博硕科技,37.16
2026-05-20,300953,震裕科技,242.38
2026-05-20,300955,嘉亨家化,47.00
2026-05-20,300957,贝泰妮,39.00
2026-05-20,300959,线上线下,182.95
2026-05-20,300964,本川智能,86.97
2026-05-20,300965,恒宇信通,74.97
2026-05-20,300966,共同药业,26.66
2026-05-20,300967,晓鸣股份,16.86
2026-05-20,300969,恒帅股份,163.00
2026-05-20,300970,华绿生物,32.80
2026-05-20,300973,立高食品,28.01
2026-05-20,300975,商络电子,23.46
2026-05-20,300977,深圳瑞捷,22.93
2026-05-20,300984,金沃股份,73.00
2026-05-20,300990,同飞股份,104.00
2026-05-20,300991,创益通,46.66
2026-05-20,300995,奇德新材,38.92
2026-05-20,300998,宁波方正,28.37
2026-05-20,301002,崧盛股份,58.31
2026-05-20,301003,江苏博云,55.88
2026-05-20,301005,超捷股份,168.00
2026-05-20,301010,晶雪节能,23.79
2026-05-20,301012,扬电科技,41.46
2026-05-20,301013,利和兴,36.36
2026-05-20,301015,百洋医药,22.47
2026-05-20,301017,漱玉平民,13.86
2026-05-20,301018,申菱环境,163.22
2026-05-20,301019,宁波色母,23.25
2026-05-20,301020,密封科技,31.01
2026-05-20,301021,英诺激光,88.49
2026-05-20,301022,海泰科,33.21
2026-05-20,301024,霍普股份,50.06
2026-05-20,301026,浩通科技,33.83
2026-05-20,301027,华蓝集团,23.96
2026-05-20,301028,鼎熔岩,20.21
2026-05-20,301030,*ST仕净,11.66
2026-05-20,301031,中熔电气,171.48
2026-05-20,301032,新柴股份,13.38
2026-05-20,301033,迈普医学,55.79
2026-05-20,301035,润丰股份,72.60
2026-05-20,301036,双乐股份,28.11
2026-05-20,301037,保立佳,17.32
2026-05-20,301038,深水规院,21.67
2026-05-20,301041,金百泽,34.12
2026-05-20,301042,安联锐视,103.46
2026-05-20,301043,绿岛风,54.56
2026-05-20,301045,天禄科技,57.12
2026-05-20,301046,能辉科技,29.02
2026-05-20,301047,义翘神州,67.72
2026-05-20,301051,信濠光电,24.74
2026-05-20,301056,森赫股份,14.66
2026-05-20,301057,汇隆新材,31.52
2026-05-20,301062,上海艾录,7.99
2026-05-20,301065,本立科技,23.32
2026-05-20,301066,万事利,15.93
2026-05-20,301068,大地海洋,33.50
2026-05-20,301069,凯盛新材,23.71
2026-05-20,301070,开勒股份,97.40
2026-05-20,301071,力量钻石,61.38
2026-05-20,301072,中捷精工,25.24
2026-05-20,301073,君亭酒店,23.36
2026-05-20,301078,孩子王,9.34
2026-05-20,301080,百普赛斯,43.95
2026-05-20,301081,严牌股份,19.18
2026-05-20,301086,鸿富瀚,247.00
2026-05-20,301088,戎美股份,16.80
2026-05-20,301090,华润材料,8.09
2026-05-20,301092,争光股份,49.20
2026-05-20,301093,华兰股份,116.98
2026-05-20,301095,广立微,115.38
2026-05-20,301096,百诚医药,62.37
2026-05-20,301097,天益医疗,61.28
2026-05-20,301099,雅创电子,65.16
2026-05-20,301100,风光股份,18.36
2026-05-20,301106,骏成科技,34.92
2026-05-20,301107,瑜欣电子,28.38
2026-05-20,301108,洁雅股份,24.90
2026-05-20,301111,粤万年青,25.74
2026-05-20,301112,信邦智能,36.48
2026-05-20,301115,联检科技,26.22
2026-05-20,301118,恒光股份,33.80
2026-05-20,301119,正强股份,42.48
2026-05-20,301121,紫建电子,41.28
2026-05-20,301122,采纳股份,29.29
2026-05-20,301123,奕东电子,76.36
2026-05-20,301125,腾亚精工,25.15
2026-05-20,301127,武汉天源,13.27
2026-05-20,301128,强瑞技术,137.02
2026-05-20,301130,西点药业,32.25
2026-05-20,301133,金钟股份,47.35
2026-05-20,301139,*ST元道,5.81
2026-05-20,301141,中科磁业,54.47
2026-05-20,301148,嘉戎技术,73.68
2026-05-20,301149,隆华新材,13.62
2026-05-20,301150,中一科技,71.85
2026-05-20,301151,冠龙节能,17.33
2026-05-20,301152,天力锂能,31.54
2026-05-20,301156,美农生物,20.66
2026-05-20,301158,德石股份,26.61
2026-05-20,301160,翔楼新材,60.83
2026-05-20,301161,唯万密封,35.00
2026-05-20,301163,宏德股份,30.27
2026-05-20,301165,锐捷网络,98.58
2026-05-20,301168,通灵股份,47.99
2026-05-20,301169,零点有数,94.80
2026-05-20,301170,锡南科技,29.10
2026-05-20,301172,君逸数码,38.79
2026-05-20,301181,标榜股份,46.62
2026-05-20,301182,凯旺科技,86.25
2026-05-20,301183,东田微,250.50
2026-05-20,301188,力诺药包,40.33
2026-05-20,301190,善水科技,23.53
2026-05-20,301191,菲菱科思,167.92
2026-05-20,301192,泰祥股份,26.62
2026-05-20,301195,北路智控,31.82
2026-05-20,301196,唯科科技,154.08
2026-05-20,301197,工大科雅,35.46
2026-05-20,301198,喜悦智行,18.43
2026-05-20,301200,大族数控,224.00
2026-05-20,301201,诚达药业,38.74
2026-05-20,301202,朗威股份,44.19
2026-05-20,301206,三元生物,26.61
2026-05-20,301209,联合化学,90.48
2026-05-20,301210,金杨精密,43.28
2026-05-20,301215,中汽股份,6.12
2026-05-20,301217,铜冠铜箔,87.99
2026-05-20,301218,华是科技,35.83
2026-05-20,301219,腾远钴业,83.10
2026-05-20,301221,光庭信息,51.85
2026-05-20,301222,浙江恒威,44.58
2026-05-20,301223,中荣股份,18.31
2026-05-20,301225,恒勃股份,124.86
2026-05-20,301227,森鹰窗业,33.45
2026-05-20,301228,实朴检测,70.04
2026-05-20,301232,飞沃科技,149.95
2026-05-20,301233,盛帮股份,60.83
2026-05-20,301234,五洲医疗,39.84
2026-05-20,301235,华康洁净,75.64
2026-05-20,301238,瑞泰新材,21.89
2026-05-20,301246,宏源药业,34.40
2026-05-20,301251,威尔高,70.69
2026-05-20,301252,同星科技,42.85
2026-05-20,301255,通力科技,31.26
2026-05-20,301256,华融化学,14.30
2026-05-20,301257,普蕊斯,48.36
2026-05-20,301260,格力博,17.74
2026-05-20,301265,华新科技,26.49
2026-05-20,301266,宇邦新材,38.66
2026-05-20,301267,华厦眼科,16.44
2026-05-20,301269,华大九天,103.39
2026-05-20,301272,英华特,46.40
2026-05-20,301276,嘉曼服饰,25.88
2026-05-20,301277,新天地,10.82
